SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Avg_Sin_Hour,Avg_Cos_Hour,Avg_Sin_Minute,Avg_Cos_Minute,Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Max_Sin_Hour,Max_Cos_Hour,Max_Sin_Minute,Max_Cos_Minute,Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),Min_Sin_Hour,Min_Cos_Hour,Min_Sin_Minute,Min_Cos_Minute,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50
20240514090005,27.542949676513672,58.74440002441406,21769.888671875,134.59418034784107,0.052011195570230484,-0.3002685308456421,250.0944366455078,3.60258150100708,27.478899002075195,27.382850646972656,59.04118347167969,59.24525451660156,21552.541015625,21351.546875,130.30332946777344,126.05846405029297,0.6943392753601074,-0.6174609661102295,-0.0018573796842247248,0.8301812410354614,28.060565948486328,60.82745361328125,24955.623046875,209.60263061523438,1.2667559385299683,0.059637922793626785,0.2759667634963989,1.0386223793029785,1392.20361328125,50.11156463623047,28.027000427246094,27.922273635864258,61.293155670166016,61.74176025390625,24463.859375,24050.087890625,195.35594177246094,187.19528198242188,0.6855508685112,-0.6167821884155273,-0.004506393801420927,0.8311253786087036,27.02583885192871,56.74406051635742,20060.193359375,110.62008666992188,-0.21727944910526276,-1.6391083002090454,-722.4769897460938,-59.108245849609375,26.900699615478516,26.88547134399414,56.94040298461914,57.14057922363281,19782.84375,19685.634765625,104.79573059082031,94.27455139160156,0.6882203221321106,-0.614895224571228,-0.005654382519423962,0.8317346572875977,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20240514091005,28.856449127197266,56.075401306152344,25171.74609375,171.5131637102795,0.06074446439743042,-0.28567245602607727,248.71693420410156,4.780125141143799,28.682565689086914,28.650577545166016,56.17327880859375,56.507511138916016,24918.69921875,24656.24609375,166.82119750976562,161.3579559326172,0.735660970211029,-0.6406543254852295,0.7266510128974915,0.422741174697876,29.334901809692383,58.10892868041992,28673.484375,253.32492065429688,1.2667495012283325,0.062079671770334244,0.30546462535858154,1.0655279159545898,1975.60595703125,64.79175567626953,29.3122615814209,29.246030807495117,58.563209533691406,59.03643035888672,28458.62890625,27806.455078125,243.29994201660156,234.29598999023438,0.7312459349632263,-0.6399398446083069,0.7251095771789551,0.4238870143890381,28.267549514770508,53.885765075683594,23014.7109375,134.68008422851562,-0.20157405734062195,-1.6450955867767334,-1184.4666748046875,-63.50776672363281,28.130043029785156,28.084903717041016,54.258331298828125,54.47893524169922,22609.560546875,22438.197265625,125.80233001708984,124.96897888183594,0.7318679094314575,-0.6391777992248535,0.7257407307624817,0.42807161808013916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20240514092005,30.078712463378906,52.73365020751953,28329.19921875,206.4837186151226,0.04356931895017624,-0.2898813486099243,96.06103515625,1.9482040405273438,29.89020538330078,29.852439880371094,52.63018035888672,52.92609786987305,28072.13671875,27870.318359375,207.91165161132812,204.05819702148438,0.7138996124267578,-0.6598603129386902,0.7249768972396851,-0.46325093507766724,30.579259872436523,54.60222244262695,33383.6640625,325.08123779296875,1.287550449371338,0.06410045176744461,0.3168973922729492,1.0872286558151245,3324.15625,97.61013793945312,30.540077209472656,30.482120513916016,55.04163360595703,55.381568908691406,33427.43359375,32591.701171875,321.172607421875,308.6471252441406,0.7128812670707703,-0.6611645221710205,0.7237285375595093,-0.4643789529800415,29.34134292602539,50.48149871826172,25006.876953125,150.14942932128906,-0.2988596260547638,-1.8533943891525269,-3091.78369140625,-94.56370544433594,29.31031608581543,29.229167938232422,50.70525360107422,50.807552337646484,24455.05078125,24345.76953125,141.3924560546875,141.38038635253906,0.7132801413536072,-0.6608002781867981,0.7243637442588806,-0.45948803424835205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240514093005,31.08165168762207,49.85302734375,30791.0078125,237.33981688992571,0.008743944577872753,-0.35804468393325806,-59.8962516784668,-0.5771681070327759,30.907711029052734,30.92653465270996,49.766754150390625,49.95862579345703,30536.267578125,30570.302734375,244.5194854736328,241.4719696044922,0.6944217085838318,-0.6485674381256104,-0.022168457508087158,-0.8779837489128113,31.691219329833984,51.76068878173828,37089.29296875,375.24957275390625,1.276900291442871,0.0649462640285492,0.3158681094646454,1.025215983390808,3926.04345703125,116.50415802001953,31.635059356689453,31.60114860534668,52.0494384765625,52.1373405456543,37257.52734375,36644.64453125,377.0896301269531,373.0355224609375,0.6938952803611755,-0.6499353647232056,-0.022638844326138496,-0.8761096000671387,30.357624053955078,47.24048614501953,26473.35546875,167.2638397216797,-0.49511244893074036,-2.188455581665039,-4960.54052734375,-129.04151916503906,30.29726219177246,30.279468536376953,47.75709915161133,47.76469802856445,26196.62109375,26078.765625,163.00082397460938,161.96243286132812,0.6933874487876892,-0.6485594511032104,-0.024779513478279114,-0.8747584819793701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20240514094005,31.989273071289062,47.302452087402344,33018.71875,270.6479831655224,-0.003551302244886756,-0.3832533359527588,-183.72799682617188,-2.288459539413452,31.832948684692383,31.896560668945312,47.25627899169922,47.52002716064453,32879.69921875,32663.466796875,279.7098083496094,276.7294006347656,0.7015019655227661,-0.6407755613327026,-0.798572838306427,-0.42985719442367554,32.69683074951172,49.24420928955078,40187.59375,423.3315124511719,1.2542973756790161,0.06119384616613388,0.3277072012424469,0.9850457906723022,4574.04638671875,130.8748779296875,32.58563232421875,32.62649917602539,49.41299819946289,49.622772216796875,40197.81640625,40013.546875,427.1688537597656,426.6781311035156,0.6992553472518921,-0.6424943208694458,-0.7967942953109741,-0.42272716760635376,31.241418838500977,44.61852264404297,27820.875,184.88453674316406,-0.6360215544700623,-2.2766342163085938,-5870.81005859375,-145.41064453125,31.170818328857422,31.15377426147461,45.11029815673828,45.25746536254883,27741.525390625,27631.314453125,181.9840850830078,181.402587890625,0.7012771964073181,-0.6397298574447632,-0.8033277988433838,-0.42634117603302,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20240514095005,32.97172927856445,43.894527435302734,34506.99609375,304.9512937486103,0.020551243796944618,-0.30006641149520874,-23.036996841430664,0.18012037873268127,32.860267639160156,32.862911224365234,43.835662841796875,44.25783157348633,34457.05078125,34231.55078125,306.2996520996094,301.8830261230469,0.7111474871635437,-0.6759326457977295,-0.7902878522872925,0.46650755405426025,33.722625732421875,45.86222457885742,42055.9375,455.4888610839844,1.289685845375061,0.05741138756275177,0.33778509497642517,1.0460402965545654,4844.46630859375,130.07611083984375,33.57664489746094,33.68335723876953,45.979522705078125,46.308528900146484,42019.2578125,41783.0703125,448.68902587890625,451.6888122558594,0.7071418166160583,-0.6768684387207031,-0.7911052107810974,0.4726088047027588,32.26060485839844,41.56211853027344,29263.19140625,207.6170654296875,-0.5210630893707275,-2.0364885330200195,-5013.9892578125,-136.7239990234375,32.11528396606445,32.127296447753906,41.845680236816406,42.15933609008789,29124.48046875,29106.6640625,201.53323364257812,199.9258270263672,0.7094348073005676,-0.6739113330841064,-0.7914600372314453,0.4713301658630371,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20240514100005,34.14836120605469,41.00607681274414,38735.21484375,352.7906701813512,0.01883934997022152,-0.2007826268672943,38.5139274597168,1.5554760694503784,34.0693244934082,34.05855941772461,40.903343200683594,41.23219299316406,38653.875,38462.0703125,352.13079833984375,350.2173767089844,0.5354331135749817,-0.7983641028404236,0.033219292759895325,0.8384757041931152,34.850791931152344,42.70895767211914,46677.796875,508.5195007324219,1.2755869626998901,0.05578188970685005,0.31684088706970215,1.1691826581954956,5193.791015625,134.3029022216797,34.74430847167969,34.811344146728516,42.89754104614258,43.05452346801758,46732.72265625,46328.6015625,498.45379638671875,498.08734130859375,0.529426097869873,-0.7998726963996887,0.03075426258146763,0.8405395746231079,33.449317932128906,39.04729080200195,32885.6796875,249.59054565429688,-0.4201282858848572,-1.6866779327392578,-4747.96337890625,-140.37794494628906,33.30671691894531,33.34029769897461,39.14253616333008,39.390472412109375,32887.140625,32805.10546875,243.9156951904297,242.51046752929688,0.5292974710464478,-0.7964075207710266,0.03296250104904175,0.8401700258255005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20240514101005,35.322669982910156,38.66178512573242,38787.81640625,357.5331207405733,0.03594712167978287,-0.12584176659584045,171.3068084716797,3.9314756393432617,35.24723434448242,35.22475814819336,38.550201416015625,38.77734375,38724.41796875,38494.08203125,351.3320007324219,349.70989990234375,0.5742908120155334,-0.8182479739189148,0.738195538520813,0.43542933464050293,36.034000396728516,40.29692840576172,46710.67578125,509.2013244628906,1.2994780540466309,0.05777377635240555,0.3347606360912323,1.217930793762207,5374.169921875,141.6892547607422,35.924076080322266,35.999481201171875,40.53915786743164,40.6658821105957,46950.15234375,46358.828125,502.1073303222656,496.3212585449219,0.5714195370674133,-0.8194343447685242,0.737060010433197,0.4400506019592285,34.567413330078125,36.65378952026367,33080.1171875,251.6061248779297,-0.30184438824653625,-1.5869766473770142,-4659.1787109375,-139.2380828857422,34.3966064453125,34.431880950927734,36.91788864135742,37.148582458496094,33094.53125,32784.3125,244.23863220214844,244.2235107421875,0.5695300698280334,-0.8164584040641785,0.7387151122093201,0.439186692237854,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20240514102005,36.35722351074219,36.913150787353516,43435.21484375,423.7840551862354,0.015041771344840527,-0.18187032639980316,-58.56726837158203,-0.3191193640232086,36.31265640258789,36.25261306762695,36.70180892944336,36.903106689453125,43536.91796875,43406.99609375,423.19195556640625,425.9197692871094,0.5466998815536499,-0.8294728398323059,0.7297061681747437,-0.4682992696762085,37.03708267211914,38.454261779785156,53475.890625,624.2528076171875,1.3135477304458618,0.060298725962638855,0.3489843010902405,1.1795226335525513,7037.82763671875,183.99160766601562,37.034217834472656,37.00297164916992,38.71542739868164,38.74700927734375,53938.60546875,53456.44921875,623.5770874023438,616.692626953125,0.5475941896438599,-0.8325919508934021,0.728674054145813,-0.4644421339035034,35.48188781738281,35.02413558959961,35999.2109375,284.5411071777344,-0.3746298849582672,-1.7035725116729736,-7056.318359375,-186.82347106933594,35.423892974853516,35.40421676635742,35.0490837097168,35.15814971923828,35895.46875,35741.21875,279.6763916015625,279.6927795410156,0.5457631349563599,-0.8291872143745422,0.7305288314819336,-0.46666085720062256,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20240514103005,37.04951858520508,35.702354431152344,45427.91015625,448.798337440266,-0.01260214764624834,-0.20856362581253052,-126.49942016601562,-0.9667866826057434,37.02824401855469,37.03728103637695,35.546566009521484,35.67940139770508,45415.94921875,45534.02734375,452.6689453125,456.2966003417969,0.517656147480011,-0.8211076855659485,-0.03262585029006004,-0.8912831544876099,37.79424285888672,37.37441635131836,56582.0625,671.9247436523438,1.291399598121643,0.06267375499010086,0.33809831738471985,1.1759432554244995,7649.3984375,203.6992950439453,37.850555419921875,37.77623748779297,37.53430938720703,37.36223602294922,57005.08203125,56766.0859375,671.8289794921875,675.5110473632812,0.5191845893859863,-0.8234625458717346,-0.03293050453066826,-0.8866369128227234,36.21479034423828,33.568721771240234,36960.75390625,295.5335998535156,-0.48575520515441895,-1.8652476072311401,-8795.505859375,-225.47830200195312,36.16569900512695,36.1874885559082,33.86686706542969,33.850242614746094,36937.58984375,36838.94140625,294.17254638671875,293.5727233886719,0.5163962244987488,-0.8200339078903198,-0.02846367657184601,-0.8908652067184448,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20240514104005,37.55925369262695,35.207916259765625,46921.7578125,468.6998240521881,-0.022582540288567543,-0.178437739610672,-176.41226196289062,-1.5839087963104248,37.54954528808594,37.636474609375,35.07643127441406,35.29452896118164,46910.21484375,46717.4609375,474.22845458984375,477.614013671875,0.5103098154067993,-0.82148677110672,-0.8168482780456543,-0.4231407046318054,38.3809928894043,36.9388542175293,59074.04296875,718.617431640625,1.2619850635528564,0.05997280776500702,0.3408285081386566,1.1786320209503174,8676.9365234375,227.88499450683594,38.411155700683594,38.40475082397461,36.97048568725586,36.93198776245117,59309.78515625,59494.9609375,718.3450927734375,726.7792358398438,0.5096794962882996,-0.8242968320846558,-0.815326988697052,-0.4143504500389099,36.72243118286133,33.00259017944336,37314.83984375,297.7532653808594,-0.5652385950088501,-1.845873236656189,-9885.4599609375,-242.87982177734375,36.71261215209961,36.72003173828125,33.22930145263672,33.33196258544922,37358.0390625,37207.32421875,295.64227294921875,297.46453857421875,0.5114114284515381,-0.8201039433479309,-0.8127186894416809,-0.4232642650604248,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20240514105005,37.72206497192383,34.628501892089844,45866.8984375,459.8404635917026,-0.0043928720988333225,-0.07879982143640518,-4.422787666320801,0.9752397537231445,37.743736267089844,37.8062744140625,34.40576171875,34.773929595947266,45883.609375,45639.453125,458.6046447753906,459.6848449707031,0.5055516362190247,-0.8497970700263977,-0.7974790930747986,0.4905271530151367,38.58723068237305,36.40555953979492,58540.06640625,715.695556640625,1.2834577560424805,0.05633262172341347,0.3372160792350769,1.2249916791915894,9201.728515625,232.13064575195312,38.55404281616211,38.65700912475586,36.31509780883789,36.352840423583984,58702.76953125,58882.4375,705.4766235351562,717.4485473632812,0.5031430125236511,-0.8521739840507507,-0.7990615367889404,0.49749553203582764,36.91735076904297,32.60869216918945,36301.8984375,283.7134094238281,-0.447345495223999,-1.636936068534851,-9098.4296875,-222.3520965576172,36.89923858642578,36.91379165649414,32.68848419189453,32.87553024291992,36201.140625,35954.6796875,275.593505859375,277.8184509277344,0.5059191584587097,-0.8483895063400269,-0.791343629360199,0.49194061756134033,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20240514110005,38.0300407409668,34.50264358520508,48370.765625,479.53073263210683,-0.0081715676933527,-0.0466616116464138,-33.019142150878906,0.7289273738861084,38.067501068115234,38.108314514160156,34.28504180908203,34.5084342956543,48450.0234375,48243.96484375,477.8281555175781,482.6329345703125,0.2844020426273346,-0.9215217232704163,0.02999633364379406,0.844843864440918,38.839927673339844,36.13999557495117,61366.34375,744.0842895507812,1.2493380308151245,0.05514948442578316,0.3164607882499695,1.2687348127365112,9642.6787109375,237.9925994873047,38.810218811035156,38.90127182006836,36.09093475341797,35.97663497924805,61678.30078125,61787.89453125,733.2646484375,742.4410400390625,0.2807517647743225,-0.9250891208648682,0.02480388432741165,0.8474202156066895,37.21875,32.63020706176758,38308.37109375,301.7798767089844,-0.356222540140152,-1.3736093044281006,-8910.15625,-217.58970642089844,37.22578048706055,37.238983154296875,32.71873474121094,32.76226806640625,38414.29296875,38026.27734375,293.4992370605469,296.1532897949219,0.28075823187828064,-0.9213279485702515,0.0347566157579422,0.8450602293014526,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20240514111005,38.40587615966797,34.31977462768555,50091.453125,502.168918912114,0.0022821808233857155,-0.031246289610862732,-74.94540405273438,0.3476615250110626,38.381263732910156,38.3994255065918,34.20155715942383,34.55207443237305,50222.13671875,50137.25,500.6490478515625,510.8564147949219,0.30801814794540405,-0.9297686219215393,0.7414605021476746,0.4604823589324951,39.12403106689453,36.00375747680664,63234.30859375,768.4334106445312,1.252530574798584,0.057804547250270844,0.3371354937553406,1.2292336225509644,9944.4794921875,244.5651397705078,39.092716217041016,39.19477081298828,36.024803161621094,35.85165023803711,63622.59765625,63813.546875,768.2429809570312,772.1162719726562,0.3079264163970947,-0.9334584474563599,0.7400141954421997,0.4666604995727539,37.4968376159668,32.29706954956055,40020.3203125,323.648681640625,-0.3160094916820526,-1.352401614189148,-9225.2900390625,-215.6424560546875,37.51768493652344,37.47031021118164,32.63764572143555,32.6769905090332,40145.0859375,39734.40625,315.50469970703125,318.1556091308594,0.30890101194381714,-0.9291313290596008,0.7427513003349304,0.4613102674484253,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20240514112005,39.07806396484375,33.43668746948242,52871.1015625,542.5390686309426,-0.005016002804040909,-0.002578228712081909,-158.3486328125,-1.2245609760284424,38.9912223815918,38.981266021728516,33.249820709228516,33.58998489379883,53000.1796875,53102.609375,544.3756713867188,558.0048217773438,0.28528106212615967,-0.9381004571914673,0.7341467142105103,-0.4556368589401245,39.72429275512695,35.06295394897461,66320.1796875,820.7030639648438,1.2653460502624512,0.060018643736839294,0.34019699692726135,1.2576369047164917,10460.5263671875,256.36663818359375,39.73767852783203,39.773067474365234,35.17359924316406,34.90439987182617,66644.9296875,66904.5859375,825.7705078125,826.0484008789062,0.289887011051178,-0.9427488446235657,0.7329713702201843,-0.4467630982398987,38.068294525146484,31.555614471435547,42399.37109375,352.9384460449219,-0.3411162495613098,-1.4189375638961792,-10381.583984375,-244.7800750732422,38.14222717285156,38.084476470947266,31.633563995361328,31.564393997192383,42376.8984375,42223.2734375,348.5762023925781,350.30316162109375,0.2912660241127014,-0.9390282034873962,0.735283374786377,-0.4536556601524353,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20240514113005,39.283294677734375,33.33264923095703,53618.2421875,548.7653636922715,-0.024383697658777237,-0.02293403632938862,-139.506591796875,-0.43733710050582886,39.17384719848633,39.228057861328125,33.203426361083984,33.44599151611328,53522.65625,53892.8671875,554.1383056640625,567.3526611328125,0.2729053497314453,-0.9352605938911438,-0.02705848217010498,-0.8982826471328735,39.948673248291016,35.10477828979492,66578.828125,812.9267578125,1.2473127841949463,0.06208786368370056,0.3205123543739319,1.2823628187179565,9622.2294921875,240.51376342773438,40.01468276977539,39.990638732910156,35.12949752807617,34.709083557128906,66721.5390625,67091.8671875,816.6432495117188,824.9140625,0.2779335379600525,-0.9386552572250366,-0.02603769674897194,-0.8871933817863464,38.365318298339844,31.313884735107422,43231.66015625,366.68798828125,-0.4320688843727112,-1.5650888681411743,-10640.6845703125,-257.99139404296875,38.399940490722656,38.4042854309082,31.58763313293457,31.354000091552734,43251.484375,43251.0546875,366.43597412109375,368.08990478515625,0.27578648924827576,-0.9362844824790955,-0.021886982023715973,-0.891612708568573,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20240514114005,39.355403900146484,33.76679992675781,54317.41796875,557.1058363212418,-0.03129693120718002,-0.010278734378516674,-166.29299926757812,-0.7724499106407166,39.231082916259766,39.372222900390625,33.64772033691406,33.933372497558594,54185.703125,54243.69140625,564.1361083984375,575.8297119140625,0.2769036293029785,-0.9334093332290649,-0.8204057216644287,-0.4368823170661926,40.06496047973633,35.606773376464844,67020.8046875,818.89990234375,1.2214099168777466,0.05927135422825813,0.315816193819046,1.2650200128555298,9432.8974609375,235.64556884765625,40.10520553588867,40.13053894042969,35.49275207519531,35.185577392578125,66960.328125,67596.4296875,820.5769653320312,832.4418334960938,0.2788427472114563,-0.9371827840805054,-0.8147176504135132,-0.42250460386276245,38.477291107177734,31.715065002441406,43608.75390625,373.71826171875,-0.5137280821800232,-1.5697828531265259,-10695.53125,-254.44900512695312,38.516395568847656,38.52815246582031,31.92375946044922,31.75640106201172,43683.69140625,43694.96484375,373.1908874511719,378.0340576171875,0.28073403239250183,-0.9346248507499695,-0.8152171969413757,-0.4275968670845032,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20240514115005,38.990055084228516,34.312408447265625,51760.70703125,524.6547756619158,-0.015119561925530434,0.0620720311999321,8.299593925476074,1.7522515058517456,38.86855697631836,38.99679183959961,34.073158264160156,34.46908950805664,51616.0390625,51614.62890625,525.7649536132812,533.7040405273438,0.275260329246521,-0.9447001814842224,-0.7969146370887756,0.4811382293701172,39.73092269897461,36.213741302490234,63944.734375,766.1103515625,1.2411445379257202,0.054989635944366455,0.30211910605430603,1.2684563398361206,8845.8935546875,212.42431640625,39.67656707763672,39.80795669555664,35.96244812011719,35.695556640625,63794.63671875,64318.7734375,756.9517822265625,770.4708251953125,0.2751949429512024,-0.9482629299163818,-0.7928816676139832,0.4908864498138428,38.16332244873047,32.42218017578125,41923.44921875,353.2239685058594,-0.4206969439983368,-1.417960286140442,-9053.552734375,-214.88267517089844,38.171653747558594,38.208316802978516,32.542457580566406,32.395294189453125,41815.5,41751.64453125,347.3468322753906,353.1832580566406,0.2766554057598114,-0.946238100528717,-0.79124915599823,0.48832523822784424,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20240514120005,38.73866271972656,34.922786712646484,51953.8125,512.6126090447832,-0.010344371199607849,0.10437025874853134,40.33231735229492,2.170891046524048,38.58342742919922,38.700843811035156,34.673240661621094,34.96905517578125,51832.27734375,51814.71484375,512.145263671875,521.5403442382812,0.03389693796634674,-0.9737961888313293,0.0430937185883522,0.837786078453064,39.43241500854492,36.705440521240234,63633.171875,741.2984008789062,1.2186863422393799,0.05417337268590927,0.27781054377555847,1.3060189485549927,8493.873046875,198.00819396972656,39.32655715942383,39.462066650390625,36.48438262939453,36.149391174316406,63610.4140625,63963.55859375,730.4784545898438,740.2009887695312,0.03338862210512161,-0.9777611494064331,0.041364941745996475,0.8410689830780029,37.9085693359375,33.067535400390625,42411.98828125,352.6063537597656,-0.3127267062664032,-1.1830106973648071,-7972.646484375,-191.19488525390625,37.9221305847168,37.95657730102539,33.323482513427734,33.01939392089844,42473.74609375,42263.13671875,347.3678894042969,352.57666015625,0.031116290017962456,-0.9754700660705566,0.04699547216296196,0.8400551080703735,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20240514121005,38.814727783203125,34.90650177001953,51942.3515625,515.0471145784503,-0.0027646636590361595,0.04949364811182022,-39.07761764526367,1.5990989208221436,38.656715393066406,38.72853469848633,34.614803314208984,34.97459411621094,52001.07421875,51965.34375,513.031982421875,523.6463623046875,0.052171897143125534,-0.9754061698913574,0.7395795583724976,0.4678034782409668,39.51401901245117,36.59728240966797,63739.27734375,733.8905639648438,1.2388995885849,0.056511927396059036,0.28963300585746765,1.2879310846328735,8552.65234375,202.25877380371094,39.400474548339844,39.48626708984375,36.40681076049805,36.22172546386719,63875.2578125,64205.28125,738.0238647460938,738.5394897460938,0.055299293249845505,-0.9770147800445557,0.7381219863891602,0.4745286703109741,37.94438171386719,32.8566780090332,42518.578125,352.1497802734375,-0.28541675209999084,-1.1663966178894043,-8223.30859375,-189.98423767089844,37.976566314697266,37.943241119384766,33.32572937011719,33.14105987548828,42663.609375,42397.078125,349.9263610839844,352.7525634765625,0.05834871903061867,-0.9756590127944946,0.7401263117790222,0.4725823402404785,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20240514122005,38.9605598449707,35.3674430847168,52631.875,531.9897114167903,-0.014494714327156544,0.03145425021648407,-190.28431701660156,-1.1261274814605713,38.815460205078125,38.827484130859375,35.05012130737305,35.336273193359375,52895.3984375,52886.0390625,531.572998046875,543.9940185546875,0.028855107724666595,-0.9768054485321045,0.7399312257766724,-0.44475483894348145,39.59686279296875,37.00647735595703,65290.453125,770.3765869140625,1.26747465133667,0.059544820338487625,0.2941618263721466,1.289967656135559,9415.7890625,224.83383178710938,39.591453552246094,39.566795349121094,36.90739440917969,36.66569137573242,65573.8046875,65935.2421875,783.2572021484375,779.6446533203125,0.0347321555018425,-0.9793890118598938,0.7386994957923889,-0.4387672543525696,38.019134521484375,33.5758171081543,42567.40234375,352.6287536621094,-0.31924211978912354,-1.25456702709198,-9616.6162109375,-223.38113403320312,38.110595703125,38.05342102050781,33.574005126953125,33.43385314941406,42594.015625,42632.09375,352.69281005859375,352.4009094238281,0.03996937349438667,-0.9785904884338379,0.7405427694320679,-0.4398064613342285,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20240514123005,38.85954666137695,36.141502380371094,52463.80078125,529.2357338406274,-0.04105287417769432,-0.023948250338435173,-214.88316345214844,-1.4999858140945435,38.7545051574707,38.8071174621582,35.89864730834961,36.05437469482422,52592.80859375,52775.95703125,532.5353393554688,544.4356079101562,0.020559420809149742,-0.9745078086853027,0.011598744429647923,-0.9008798599243164,39.503719329833984,37.905601501464844,65048.015625,765.9849243164062,1.2638245820999146,0.06304294615983963,0.27843207120895386,1.2737668752670288,8957.78515625,218.76309204101562,39.598350524902344,39.503665924072266,37.75782012939453,37.37327194213867,65328.64453125,65772.9375,777.9545288085938,781.6167602539062,0.025924628600478172,-0.9764497876167297,0.011397024616599083,-0.8958299160003662,38.0208854675293,34.27193069458008,42197.58984375,353.30322265625,-0.4135444462299347,-1.4172340631484985,-10240.419921875,-246.01333618164062,38.069862365722656,38.06904220581055,34.30641555786133,34.10184097290039,42271.94921875,42452.52734375,355.4042053222656,354.53369140625,0.026611894369125366,-0.9761457443237305,0.015538248233497143,-0.894024133682251,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
