Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Med_WindSpeed(m/s),Med_Pressure(hpa),Med_Temperature(°C),Med_Humidity(%),Med_Sunlight(Lux),Med_Power(mW)
2024,1,26,7,20,0.0,1022.18,13.25,100.0,1707.83,0.92,0.0,1022.23,13.3,100.0,1881.67,1.09,0.0,1022.14,13.2,100.0,1477.5,0.69,0.0,1022.18,13.25,100.0,1726.25,0.91
2024,1,26,7,30,0.0,1022.27,13.4,100.0,2201.83,1.43,0.0,1022.29,13.5,100.0,2480.83,1.84,0.0,1022.23,13.3,100.0,1910.83,1.12,0.0,1022.27,13.4,100.0,2202.92,1.41
2024,1,26,7,40,0.0,1022.31,13.51,100.0,2342.92,1.63,0.0,1022.33,13.6,100.0,2458.33,1.82,0.0,1022.28,13.4,100.0,2227.5,1.45,0.0,1022.3,13.5,100.0,2339.17,1.65
2024,1,26,7,50,0.0,1022.37,13.61,100.0,2615.0,1.92,0.0,1022.39,13.7,100.0,2845.83,2.18,0.0,1022.34,13.6,100.0,2459.17,1.74,0.0,1022.37,13.6,100.0,2564.58,1.88
2024,1,26,8,00,0.0,1022.38,13.6,100.0,2867.08,2.22,0.0,1022.39,13.6,100.0,2900.83,2.27,0.0,1022.36,13.6,100.0,2843.33,2.15,0.0,1022.38,13.6,100.0,2866.66,2.22
2024,1,26,8,10,0.0,1022.4,13.7,100.0,3048.5,2.62,0.0,1022.44,13.7,100.0,3251.67,2.91,0.0,1022.34,13.7,100.0,2945.83,2.48,0.0,1022.39,13.7,100.0,2992.5,2.55
2024,1,26,8,20,0.02,1022.45,13.7,100.0,3451.42,3.21,0.24,1022.5,13.7,100.0,3737.5,3.69,0.0,1022.41,13.7,100.0,3279.17,2.92,0.0,1022.44,13.7,100.0,3401.66,3.22
2024,1,26,8,30,0.0,1022.59,13.79,100.0,4041.08,4.28,0.0,1022.66,13.8,100.0,4348.33,5.09,0.0,1022.51,13.7,100.0,3798.33,3.76,0.0,1022.6,13.8,100.0,4005.42,4.16
2024,1,26,8,40,0.0,1022.64,13.92,100.0,5009.08,6.42,0.0,1022.67,14.0,100.0,5428.33,7.28,0.0,1022.62,13.8,100.0,4493.33,5.24,0.0,1022.63,13.9,100.0,5067.5,6.63
2024,1,26,8,50,0.0,1022.64,14.09,100.0,5655.75,7.85,0.0,1022.66,14.2,100.0,5805.83,8.08,0.0,1022.6,14.0,100.0,5482.5,7.36,0.0,1022.64,14.1,100.0,5647.08,7.9
2024,1,26,9,00,0.0,1022.71,14.2,100.0,5624.42,7.88,0.0,1022.74,14.3,100.0,5691.67,8.12,0.0,1022.65,14.1,100.0,5526.67,7.75,0.0,1022.72,14.2,100.0,5652.08,7.88
2024,1,26,9,10,0.0,1022.76,14.3,100.0,5824.08,8.25,0.0,1022.78,14.3,100.0,5971.67,8.55,0.0,1022.73,14.3,100.0,5695.83,7.94,0.0,1022.77,14.3,100.0,5825.42,8.32
2024,1,26,9,20,0.0,1022.8,14.48,100.0,6952.66,11.23,0.0,1022.84,14.6,100.0,7685.83,13.44,0.0,1022.77,14.4,100.0,6095.0,8.68,0.0,1022.8,14.5,100.0,6964.16,11.34
2024,1,26,9,30,0.0,1022.83,14.74,100.0,7780.58,13.83,0.0,1022.85,14.9,100.0,8376.67,15.88,0.0,1022.81,14.6,100.0,7551.67,12.96,0.0,1022.84,14.75,100.0,7593.75,13.28
2024,1,26,9,40,0.0,1022.82,14.93,100.0,8217.5,16.0,0.0,1022.84,15.0,100.0,8952.5,18.75,0.0,1022.81,14.9,100.0,7870.0,15.1,0.0,1022.81,14.9,100.0,8162.92,15.79
2024,1,26,9,50,0.0,1022.76,15.22,100.0,10151.08,23.64,0.0,1022.82,15.3,100.0,10609.17,25.0,0.0,1022.69,15.1,100.0,9395.0,20.47,0.0,1022.76,15.2,100.0,10253.33,24.33
2024,1,26,10,00,0.0,1022.73,15.58,100.0,11190.08,28.4,0.0,1022.76,15.8,100.0,11771.67,31.69,0.0,1022.7,15.4,100.0,10770.0,25.92,0.0,1022.73,15.6,100.0,11076.66,27.88
2024,1,26,10,10,0.0,1022.72,15.91,100.0,11787.33,31.45,0.0,1022.77,16.0,100.0,12920.0,36.94,0.0,1022.66,15.8,100.0,11235.83,28.6,0.0,1022.73,15.9,100.0,11608.33,30.69
2024,1,26,10,20,0.0,1022.63,16.17,100.0,12412.92,34.67,0.0,1022.69,16.3,100.0,13070.0,38.16,0.0,1022.55,16.0,100.0,11829.17,32.01,0.0,1022.64,16.15,100.0,12434.58,34.56
2024,1,26,10,30,0.0,1022.47,16.62,100.0,15463.33,53.43,0.0,1022.55,17.0,100.0,16640.0,61.41,0.0,1022.4,16.4,100.0,13228.33,39.41,0.0,1022.46,16.55,100.0,15648.33,54.39
2024,1,26,10,40,0.0,1022.3,17.27,100.0,14855.25,49.28,0.0,1022.38,17.4,100.0,15715.83,54.59,0.0,1022.21,17.0,100.0,13333.33,40.75,0.0,1022.29,17.3,100.0,14972.92,49.94
2024,1,26,10,50,0.0,1022.06,17.51,100.0,13854.45,42.57,0.0,1022.18,17.6,100.0,14864.17,48.1,0.0,1021.99,17.5,100.0,12582.5,35.28,0.0,1022.03,17.5,100.0,13758.33,42.04
2024,1,26,11,00,0.0,1021.91,17.46,100.0,13800.42,42.07,0.0,1021.99,17.5,100.0,15125.0,49.63,0.0,1021.86,17.4,100.0,12012.5,32.62,0.0,1021.9,17.5,100.0,14148.75,43.61
2024,1,26,11,10,0.0,1021.73,17.52,100.0,16578.58,61.28,0.0,1021.8,17.6,100.0,20421.67,89.41,0.0,1021.61,17.5,100.0,14005.0,43.77,0.0,1021.75,17.5,100.0,16005.83,56.66
2024,1,26,11,20,0.0,1021.52,18.14,100.0,22561.67,109.7,0.0,1021.58,18.5,100.0,23389.17,117.97,0.0,1021.46,17.7,100.0,21310.83,97.63,0.0,1021.51,18.15,100.0,22668.75,110.7
2024,1,26,11,30,0.01,1021.32,19.51,100.0,27328.98,158.1,0.12,1021.39,20.0,100.0,31195.83,201.96,0.0,1021.24,18.9,100.0,23852.5,120.07,0.0,1021.35,19.6,100.0,27325.83,158.89
2024,1,26,11,40,0.0,1021.19,20.31,100.0,25750.21,137.74,0.0,1021.28,20.5,100.0,28605.83,167.18,0.0,1021.08,20.1,100.0,21673.33,98.26,0.0,1021.21,20.3,100.0,25862.5,137.78
2024,1,26,11,50,0.0,1020.97,20.32,100.0,23857.29,117.88,0.0,1021.08,20.5,100.0,27031.67,148.48,0.0,1020.87,20.2,100.0,20749.17,90.89,0.0,1020.96,20.3,100.0,24313.34,121.22
2024,1,26,12,00,0.02,1020.79,20.42,100.0,27244.27,152.02,0.12,1020.87,20.7,100.0,29694.17,177.96,0.0,1020.65,20.2,100.0,25528.33,134.78,0.0,1020.82,20.45,100.0,27124.17,149.38
2024,1,26,12,10,0.0,1020.49,21.12,99.59,34082.59,237.95,0.0,1020.6,21.5,100.0,38817.5,305.73,0.0,1020.38,20.8,96.3,29973.33,183.86,0.0,1020.48,21.1,100.0,31733.33,205.62
2024,1,26,12,20,0.0,1020.31,22.02,100.0,29684.44,183.83,0.0,1020.39,22.3,100.0,36779.16,269.65,0.0,1020.22,21.6,100.0,26527.5,147.49,0.0,1020.3,22.1,100.0,27675.84,159.05
2024,1,26,12,30,0.0,1020.06,22.16,90.83,29182.25,176.37,0.0,1020.12,22.3,93.4,32440.0,218.38,0.0,1019.96,22.1,87.9,26400.0,144.93,0.0,1020.09,22.15,90.85,29294.16,173.83
2024,1,26,12,40,0.03,1019.87,22.3,86.73,23804.05,117.45,0.18,1019.91,22.4,92.6,26754.17,145.38,0.0,1019.83,22.1,82.1,22526.67,106.68,0.0,1019.88,22.4,86.7,23252.5,111.64
2024,1,26,12,50,0.0,1019.76,21.7,83.35,21288.96,94.92,0.0,1019.81,22.1,86.0,23037.5,109.22,0.0,1019.72,21.2,79.3,18264.17,69.98,0.0,1019.76,21.75,84.0,22331.66,103.25
2024,1,26,13,00,0.0,1019.68,20.94,85.09,16996.9,61.52,0.0,1019.7,21.2,86.3,17640.83,66.06,0.0,1019.64,20.7,84.2,16417.5,57.51,0.0,1019.68,20.9,85.3,16965.0,61.41
2024,1,26,13,20,0.0,1019.42,20.07,89.57,14109.4,42.69,0.0,1019.5,20.2,90.3,14684.17,46.34,0.0,1019.35,20.0,88.5,13758.33,40.99,0.0,1019.4,20.0,89.8,13890.83,41.28
2024,1,26,13,30,0.0,1019.32,19.8,88.09,13042.92,35.98,0.0,1019.35,20.0,90.0,14143.33,42.33,0.0,1019.25,19.6,86.6,12505.83,33.22,0.0,1019.32,19.8,88.2,12913.75,35.09
2024,1,26,13,40,0.01,1019.18,19.45,89.98,11780.25,29.77,0.12,1019.23,19.5,91.8,12450.0,33.16,0.0,1019.14,19.3,87.1,10481.67,23.7,0.0,1019.18,19.5,90.6,12080.42,31.17
2024,1,26,13,50,0.0,1019.1,18.95,90.45,9814.44,21.03,0.0,1019.15,19.1,92.3,10564.17,24.07,0.0,1019.07,18.8,89.1,9333.33,18.94,0.0,1019.1,18.95,90.05,9659.58,20.41
2024,1,26,14,00,0.0,1019.06,18.7,93.4,10658.33,24.78,0.0,1019.06,18.7,93.4,10658.33,24.78,0.0,1019.06,18.7,93.4,10658.33,24.78,0.0,1019.06,18.7,93.4,10658.33,24.78
2024,1,26,14,40,0.0,1018.89,18.35,94.7,9624.58,20.68,0.0,1018.89,18.4,94.7,9641.67,20.73,0.0,1018.89,18.3,94.7,9607.5,20.64,0.0,1018.89,18.35,94.7,9624.58,20.68
2024,1,26,14,50,0.0,1018.82,18.2,95.43,7708.89,13.18,0.0,1018.83,18.2,96.0,7789.17,13.65,0.0,1018.81,18.2,95.1,7660.83,12.89,0.0,1018.82,18.2,95.2,7676.67,12.99
2024,1,26,15,00,0.0,1018.81,18.09,96.57,7241.67,11.7,0.0,1018.83,18.2,97.3,8013.33,14.3,0.0,1018.78,18.0,95.8,6457.5,9.28,0.0,1018.82,18.1,96.65,7262.92,11.64
2024,1,26,15,10,0.0,1018.82,17.79,97.33,6266.25,8.84,0.0,1018.85,18.0,98.0,6650.83,9.88,0.0,1018.79,17.6,96.3,5406.67,6.65,0.0,1018.82,17.8,97.4,6553.34,9.59
2024,1,26,15,20,0.0,1018.86,17.4,98.92,4976.83,5.51,0.0,1018.89,17.6,100.0,5247.5,6.17,0.0,1018.83,17.2,98.0,4527.5,4.6,0.0,1018.86,17.4,98.75,5098.75,5.68
2024,1,26,15,30,0.0,1018.89,17.05,100.0,3284.75,2.6,0.0,1018.92,17.2,100.0,4359.17,4.24,0.0,1018.82,16.9,100.0,2564.17,1.61,0.0,1018.9,17.05,100.0,3132.92,2.38
2024,1,26,15,40,0.0,1018.96,16.72,100.0,2417.25,1.39,0.0,1018.98,16.9,100.0,2528.33,1.48,0.0,1018.92,16.6,100.0,2355.83,1.34,0.0,1018.96,16.7,100.0,2400.83,1.39
2024,1,26,15,50,0.0,1019.0,16.47,100.0,2559.17,1.52,0.0,1019.01,16.6,100.0,2630.83,1.64,0.0,1018.97,16.4,100.0,2421.67,1.41,0.0,1019.0,16.5,100.0,2584.17,1.53
2024,1,26,16,00,0.0,1019.0,16.29,100.0,2252.67,1.25,0.0,1019.02,16.4,100.0,2460.83,1.42,0.0,1018.98,16.2,100.0,2129.17,1.14,0.0,1019.0,16.3,100.0,2264.58,1.25
2024,1,26,16,10,0.0,1018.99,16.06,100.0,2235.0,1.27,0.0,1019.02,16.2,100.0,2308.33,1.37,0.0,1018.96,16.0,100.0,2127.5,1.12,0.0,1019.0,16.05,100.0,2252.5,1.32
2024,1,26,16,20,0.0,1019.0,15.97,100.0,1737.58,0.8,0.0,1019.03,16.0,100.0,2049.17,1.1,0.0,1018.97,15.9,100.0,1557.5,0.63,0.0,1019.0,16.0,100.0,1697.92,0.75
2024,1,26,16,30,0.0,1018.99,15.88,100.0,1522.75,0.63,0.0,1019.03,15.9,100.0,1588.33,0.69,0.0,1018.96,15.8,100.0,1333.33,0.53,0.0,1018.99,15.9,100.0,1563.33,0.65
2024,1,26,16,40,0.0,1019.18,15.78,100.0,1096.83,0.36,0.0,1019.29,15.8,100.0,1264.17,0.49,0.0,1019.07,15.7,100.0,928.33,0.26,0.0,1019.16,15.8,100.0,1113.33,0.38
2024,1,26,16,50,0.0,1019.32,15.64,100.0,696.75,0.18,0.0,1019.35,15.7,100.0,880.0,0.25,0.0,1019.29,15.6,100.0,580.0,0.1,0.0,1019.31,15.6,100.0,668.75,0.16
2024,1,26,17,00,0.0,1019.26,15.48,100.0,458.5,0.09,0.0,1019.33,15.6,100.0,560.83,0.14,0.0,1019.2,15.4,100.0,332.5,0.06,0.0,1019.25,15.5,100.0,473.34,0.08
2024,1,26,17,10,0.0,1019.28,15.35,100.0,244.92,0.03,0.0,1019.31,15.4,100.0,320.0,0.05,0.0,1019.23,15.3,100.0,184.17,0.02,0.0,1019.28,15.35,100.0,242.08,0.03
2024,1,26,17,20,0.0,1019.4,15.22,100.0,124.5,0.01,0.0,1019.45,15.3,100.0,172.5,0.02,0.0,1019.32,15.2,100.0,90.83,0.01,0.0,1019.42,15.2,100.0,118.34,0.01
2024,1,26,17,30,0.01,1019.48,15.06,100.0,60.17,0.0,0.12,1019.54,15.2,100.0,85.0,0.01,0.0,1019.46,14.9,100.0,36.67,0.0,0.0,1019.48,15.1,100.0,60.0,0.0
2024,1,26,17,40,0.0,1019.55,14.85,100.0,26.88,0.0,0.0,1019.55,14.9,100.0,32.5,0.01,0.0,1019.54,14.8,100.0,21.67,0.0,0.0,1019.55,14.85,100.0,26.66,0.0
2024,1,27,6,20,0.0,1019.66,14.1,100.0,31.25,0.0,0.0,1019.67,14.1,100.0,35.0,0.0,0.0,1019.65,14.1,100.0,27.5,0.0,0.0,1019.66,14.1,100.0,31.25,0.0
2024,1,27,6,30,0.0,1019.7,14.06,100.0,103.25,0.01,0.0,1019.76,14.1,100.0,173.33,0.03,0.0,1019.63,14.0,100.0,44.17,0.0,0.0,1019.71,14.1,100.0,99.58,0.01
2024,1,27,6,40,0.0,1019.78,14.06,100.0,336.75,0.08,0.0,1019.81,14.1,100.0,506.67,0.16,0.0,1019.76,14.0,100.0,193.33,0.03,0.0,1019.78,14.1,100.0,330.42,0.08
2024,1,27,6,50,0.0,1019.84,14.1,100.0,777.42,0.25,0.0,1019.88,14.1,100.0,931.67,0.32,0.0,1019.82,14.1,100.0,555.83,0.16,0.0,1019.84,14.1,100.0,812.08,0.27
2024,1,27,7,00,0.0,1019.94,14.19,100.0,1328.58,0.58,0.0,1020.01,14.2,100.0,1770.0,0.95,0.0,1019.88,14.1,100.0,997.5,0.38,0.0,1019.94,14.2,100.0,1298.34,0.52
2024,1,27,7,10,0.0,1019.99,14.31,100.0,2172.92,1.42,0.0,1020.02,14.4,100.0,2444.17,1.88,0.0,1019.96,14.2,100.0,1898.33,0.95,0.0,1019.99,14.3,100.0,2212.92,1.48
2024,1,27,7,20,0.0,1020.03,14.51,100.0,3433.84,3.26,0.0,1020.05,14.6,100.0,4063.33,4.3,0.0,1020.0,14.4,100.0,2490.0,1.88,0.0,1020.04,14.5,100.0,3588.34,3.44
2024,1,27,7,30,0.0,1020.15,14.79,100.0,4793.58,6.06,0.0,1020.2,14.9,100.0,5467.5,7.75,0.0,1020.05,14.6,100.0,4180.0,4.69,0.0,1020.16,14.8,100.0,4831.25,6.14
2024,1,27,7,40,0.0,1020.23,15.07,100.0,4904.0,6.1,0.0,1020.26,15.1,100.0,5413.33,7.33,0.0,1020.15,15.0,100.0,4536.67,5.15,0.0,1020.24,15.1,100.0,4735.84,5.67
2024,1,27,7,50,0.0,1020.32,15.23,100.0,5161.66,6.72,0.0,1020.39,15.4,100.0,5655.83,7.92,0.0,1020.26,15.1,100.0,4717.5,5.61,0.0,1020.31,15.2,100.0,5097.92,6.63
2024,1,27,8,00,0.01,1020.34,15.62,100.0,6974.17,12.07,0.12,1020.37,15.8,100.0,8590.0,17.89,0.0,1020.3,15.5,100.0,5570.83,7.47,0.0,1020.34,15.6,100.0,6973.34,11.9
2024,1,27,8,10,0.0,1020.3,16.21,100.0,9338.58,20.89,0.0,1020.36,16.6,100.0,9665.0,22.05,0.0,1020.2,15.9,100.0,8847.5,18.75,0.0,1020.32,16.2,100.0,9443.75,21.58
2024,1,27,8,20,0.0,1020.19,16.88,100.0,8997.17,18.84,0.0,1020.28,17.1,100.0,9445.83,20.81,0.0,1020.14,16.7,100.0,8439.17,17.0,0.0,1020.17,16.85,100.0,8966.67,18.7
2024,1,27,8,30,0.0,1020.25,17.19,100.0,9491.83,20.47,0.0,1020.28,17.2,100.0,10705.0,25.88,0.0,1020.22,17.1,100.0,8560.0,16.89,0.0,1020.26,17.2,100.0,9461.25,19.92
2024,1,27,8,40,0.0,1020.39,17.41,100.0,11763.58,30.86,0.0,1020.45,17.6,100.0,12771.67,35.68,0.0,1020.3,17.2,100.0,11083.33,27.24,0.0,1020.4,17.4,100.0,11530.0,29.48
2024,1,27,8,50,0.0,1020.44,17.97,100.0,13750.92,42.24,0.0,1020.5,18.3,100.0,16788.33,60.88,0.0,1020.4,17.7,100.0,11760.0,30.74,0.0,1020.44,17.95,100.0,13118.33,38.25
2024,1,27,9,00,0.0,1020.43,18.69,100.0,16556.58,59.53,0.0,1020.49,18.9,100.0,18243.33,70.29,0.0,1020.37,18.4,100.0,14250.83,43.97,0.0,1020.42,18.75,100.0,17100.42,62.83
2024,1,27,9,10,0.0,1020.46,19.03,100.0,14666.25,47.04,0.0,1020.5,19.1,100.0,16172.5,55.86,0.0,1020.43,19.0,100.0,13829.17,42.16,0.0,1020.46,19.0,100.0,14303.75,45.02
2024,1,27,9,20,0.0,1020.54,19.15,100.0,12508.75,34.19,0.0,1020.6,19.2,100.0,13860.83,42.09,0.0,1020.48,19.1,100.0,11785.0,30.43,0.0,1020.54,19.15,100.0,12323.34,32.76
2024,1,27,9,30,0.0,1020.79,19.3,100.0,12284.33,33.66,0.0,1020.9,19.4,100.0,15000.0,49.5,0.0,1020.64,19.2,100.0,10553.33,24.91,0.0,1020.8,19.3,100.0,12216.25,33.01
2024,1,27,9,40,0.0,1020.76,20.08,100.0,26490.75,152.49,0.0,1020.89,21.0,100.0,36160.83,265.16,0.0,1020.63,19.4,100.0,17037.5,62.99,0.0,1020.77,20.0,100.0,25442.5,135.06
2024,1,27,9,50,0.0,1020.62,22.06,100.0,29541.08,180.45,0.0,1020.64,22.7,100.0,34281.66,240.65,0.0,1020.59,21.2,100.0,25184.17,130.51,0.0,1020.62,22.1,100.0,28995.83,170.02
2024,1,27,10,00,0.0,1020.5,23.11,100.0,25348.67,137.4,0.0,1020.57,23.3,100.0,33908.33,227.81,0.0,1020.44,22.8,100.0,18690.83,73.44,0.0,1020.5,23.2,100.0,23197.92,112.86
2024,1,27,10,10,0.02,1020.52,22.47,99.47,16541.25,56.26,0.18,1020.54,23.1,100.0,18258.33,66.88,0.0,1020.49,21.8,97.3,14570.83,43.85,0.0,1020.52,22.45,100.0,16434.58,55.5
2024,1,27,10,20,0.0,1020.51,21.21,96.15,18484.0,70.87,0.0,1020.56,21.7,98.2,20870.83,89.06,0.0,1020.45,21.0,92.1,16126.67,53.18,0.0,1020.52,21.15,96.6,18286.66,69.07
2024,1,27,10,30,0.03,1020.44,21.06,95.06,22146.83,103.36,0.3,1020.48,21.2,98.8,27333.33,153.09,0.0,1020.39,21.0,91.8,17614.17,64.44,0.0,1020.44,21.0,95.1,22538.75,103.7
2024,1,27,10,40,0.06,1020.36,21.7,89.32,25398.67,131.44,0.18,1020.4,21.9,94.7,29011.67,169.4,0.0,1020.31,21.3,83.6,22798.33,106.1,0.0,1020.37,21.8,90.85,24312.5,119.7
2024,1,27,10,50,0.37,1020.29,21.58,82.47,20794.75,88.15,0.96,1020.34,21.9,85.1,22170.83,100.07,0.0,1020.25,21.1,80.3,19426.67,76.92,0.33,1020.28,21.6,81.8,20983.34,89.43
2024,1,27,11,00,0.07,1020.07,20.73,82.96,18450.67,69.49,0.42,1020.24,21.0,84.3,22466.67,99.32,0.0,1019.91,20.6,81.7,14054.17,40.68,0.0,1020.05,20.7,82.9,19244.17,73.97
2024,1,27,11,10,0.0,1019.89,20.31,86.22,10541.67,23.17,0.0,1019.91,20.5,87.4,12582.5,32.94,0.0,1019.86,20.0,84.6,9404.17,18.08,0.0,1019.89,20.35,86.35,10534.17,22.74
2024,1,27,11,20,0.16,1019.78,19.52,89.67,9180.42,17.44,0.48,1019.87,19.9,92.1,9995.83,20.78,0.0,1019.69,19.1,87.5,8634.17,15.21,0.06,1019.77,19.55,89.4,9209.17,17.34
2024,1,27,11,30,0.07,1019.6,18.75,94.63,10225.5,21.31,0.3,1019.69,19.0,96.7,12265.83,29.74,0.0,1019.53,18.6,92.5,8280.0,13.69,0.0,1019.6,18.7,94.75,10481.25,21.85
2024,1,27,11,40,0.11,1019.4,18.83,96.91,13642.83,37.6,0.48,1019.52,19.1,97.8,16228.33,51.54,0.0,1019.25,18.7,96.3,10120.0,20.61,0.06,1019.4,18.75,96.9,13976.25,39.08
2024,1,27,11,50,0.28,1019.1,19.51,93.8,18302.17,66.64,0.66,1019.23,19.8,96.1,20207.5,79.61,0.0,1019.03,19.2,92.4,15764.17,49.98,0.27,1019.1,19.55,93.2,18755.83,69.12
2024,1,27,12,00,0.04,1018.99,20.0,91.68,16602.75,54.64,0.12,1019.05,20.2,92.9,19745.83,77.08,0.0,1018.88,19.8,90.9,14038.33,39.48,0.0,1019.0,20.0,91.65,16528.34,53.12
2024,1,27,12,10,0.1,1018.74,20.59,89.19,17979.08,63.06,0.3,1018.87,20.9,91.1,18744.17,68.22,0.0,1018.6,20.3,88.3,16789.17,55.86,0.06,1018.74,20.6,88.55,18015.42,63.52
2024,1,27,12,20,0.05,1018.55,21.15,86.73,16994.0,56.86,0.24,1018.61,21.4,87.7,17445.83,59.41,0.0,1018.48,21.0,84.6,16481.67,53.39,0.0,1018.54,21.1,87.0,17064.16,57.15
2024,1,27,12,30,0.04,1018.32,21.18,82.86,13193.83,34.67,0.24,1018.41,21.4,84.1,15760.83,49.37,0.0,1018.23,20.8,81.9,12075.83,28.66,0.0,1018.32,21.25,82.8,12534.58,30.82
2024,1,27,12,40,0.03,1018.2,20.71,85.49,11529.67,26.0,0.18,1018.26,20.8,86.5,12507.5,30.47,0.0,1018.11,20.6,84.9,9934.17,18.86,0.0,1018.22,20.7,85.65,12012.92,28.35
2024,1,27,12,50,0.04,1018.02,20.06,85.0,9785.58,18.47,0.3,1018.05,20.5,86.2,10825.83,22.55,0.0,1017.96,19.7,83.9,9130.0,16.11,0.0,1018.02,20.05,84.85,9535.0,17.51
2024,1,27,13,00,0.03,1017.81,19.52,88.47,9619.67,18.15,0.18,1017.96,19.6,89.1,10200.83,20.52,0.0,1017.71,19.5,87.0,8951.67,15.81,0.0,1017.81,19.5,88.8,9540.0,17.84
2024,1,27,13,10,0.19,1017.76,19.17,89.23,9154.25,16.39,0.78,1017.8,19.4,90.8,10259.17,20.55,0.0,1017.74,19.0,87.7,8408.33,13.69,0.15,1017.76,19.15,89.1,9057.5,15.98
2024,1,27,13,20,0.12,1017.74,18.97,90.05,9751.08,18.88,0.24,1017.79,19.0,90.6,10751.67,22.64,0.0,1017.68,18.9,89.5,8879.17,16.04,0.12,1017.74,19.0,89.95,9499.58,17.92
2024,1,27,13,30,0.04,1017.59,18.79,91.71,8320.25,13.89,0.18,1017.66,18.9,92.4,10744.17,21.79,0.0,1017.56,18.7,90.8,6444.17,8.34,0.0,1017.58,18.8,91.8,7995.0,12.54
2024,1,27,13,40,0.05,1017.48,18.66,92.71,9657.92,18.39,0.3,1017.61,18.7,93.5,10861.67,22.77,0.0,1017.42,18.6,92.1,7363.33,10.7,0.0,1017.47,18.7,92.7,9874.58,18.92
2024,1,27,13,50,0.13,1017.45,18.77,93.63,9029.25,16.41,0.84,1017.49,18.8,94.0,10290.0,20.55,0.0,1017.43,18.7,92.9,8105.0,13.55,0.0,1017.44,18.8,93.75,8862.08,15.8
2024,1,27,14,00,0.06,1017.42,18.67,94.04,8999.33,16.91,0.24,1017.45,18.8,95.6,11500.0,26.07,0.0,1017.37,18.5,92.7,5896.67,6.73,0.0,1017.42,18.7,93.9,9272.92,16.86
2024,1,27,14,10,0.0,1017.48,18.31,96.79,5210.92,5.22,0.0,1017.56,18.5,97.6,5813.33,6.68,0.0,1017.42,18.2,96.1,4744.17,4.26,0.0,1017.48,18.3,96.8,5168.34,5.12
2024,1,27,14,20,0.0,1017.4,18.13,98.45,6644.83,8.64,0.0,1017.46,18.2,99.1,7740.0,11.43,0.0,1017.35,18.1,97.8,5851.67,6.6,0.0,1017.4,18.1,98.45,6662.5,8.62
2024,1,27,14,30,0.0,1017.35,18.2,99.34,5983.17,7.5,0.0,1017.38,18.2,99.9,8339.17,13.37,0.0,1017.33,18.2,98.8,4522.5,4.24,0.0,1017.35,18.2,99.45,5390.0,5.93
2024,1,27,14,40,0.03,1017.33,18.05,99.91,6138.5,7.82,0.3,1017.4,18.2,100.0,7373.33,11.14,0.0,1017.26,18.0,99.6,4937.5,5.06,0.0,1017.34,18.0,100.0,6325.0,8.16
2024,1,27,14,50,0.0,1017.33,17.92,100.0,4345.67,4.02,0.0,1017.37,18.0,100.0,4827.5,4.95,0.0,1017.29,17.8,100.0,3770.83,3.03,0.0,1017.34,17.9,100.0,4474.17,4.17
2024,1,27,15,00,0.0,1017.33,17.55,100.0,3464.08,2.57,0.0,1017.37,17.7,100.0,3734.17,2.98,0.0,1017.29,17.4,100.0,3286.67,2.28,0.0,1017.34,17.55,100.0,3439.58,2.53
2024,1,27,15,10,0.01,1017.33,17.23,100.0,4522.84,4.29,0.12,1017.35,17.3,100.0,4871.67,4.97,0.0,1017.31,17.2,100.0,4066.67,3.37,0.0,1017.32,17.2,100.0,4565.84,4.27
2024,1,27,15,20,0.01,1017.38,17.09,100.0,3267.17,2.3,0.12,1017.48,17.2,100.0,4237.5,3.76,0.0,1017.31,17.0,100.0,2694.17,1.6,0.0,1017.38,17.1,100.0,2994.58,1.88
2024,1,27,15,30,0.02,1017.42,16.86,100.0,3323.08,2.68,0.24,1017.48,17.0,100.0,4006.67,4.2,0.0,1017.37,16.7,100.0,2849.17,1.84,0.0,1017.41,16.85,100.0,3170.0,2.44
2024,1,27,15,40,0.01,1017.4,16.45,100.0,4278.92,4.62,0.12,1017.44,16.7,100.0,4830.0,6.12,0.0,1017.34,16.2,100.0,3781.67,3.46,0.0,1017.4,16.45,100.0,4284.16,4.66
2024,1,27,15,50,0.0,1017.48,16.0,100.0,3354.92,3.16,0.0,1017.54,16.1,100.0,4893.33,6.14,0.0,1017.43,15.9,100.0,2211.67,1.39,0.0,1017.48,16.0,100.0,3001.25,2.44
2024,1,27,16,00,0.0,1017.52,15.83,100.0,2326.08,1.58,0.0,1017.56,15.9,100.0,2435.0,1.84,0.0,1017.5,15.8,100.0,2182.5,1.39,0.0,1017.51,15.8,100.0,2304.58,1.6
2024,1,27,16,10,0.0,1017.63,15.68,100.0,2407.08,1.71,0.0,1017.67,15.8,100.0,2567.5,1.95,0.0,1017.59,15.6,100.0,2192.5,1.41,0.0,1017.63,15.7,100.0,2423.75,1.67
