DateTime,SeqNumber,Device_ID,Year,Month,Day,Hour,Minute,Avg_WindSpeed(m/s),Avg_Pressure(hpa),Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Avg_Power(mW),Avg_Diff_WindSpeed(m/s),Avg_Diff_Pressure(hpa),Avg_Diff_Temperature(°C),Avg_Diff_Humidity(%),Avg_Diff_Sunlight(Lux),Avg_Diff_Power(mW),Min_WindSpeed(m/s),Min_Pressure(hpa),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Min_Diff_WindSpeed(m/s),Min_Diff_Pressure(hpa),Min_Diff_Temperature(°C),Min_Diff_Humidity(%),Min_Diff_Sunlight(Lux),Min_Diff_Power(mW),Max_WindSpeed(m/s),Max_Pressure(hpa),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Max_Diff_WindSpeed(m/s),Max_Diff_Pressure(hpa),Max_Diff_Temperature(°C),Max_Diff_Humidity(%),Max_Diff_Sunlight(Lux),Max_Diff_Power(mW)
2024-04-27 11:20:00,20240427112004,4,2024,4,27,11,20,1.75,1004.9,32.25,56.66,29564.42,165.81,-0.11,-0.04,-0.02,-0.02,-106.17,-1.37,1.05,1004.65,32.04,55.74,29312.5,162.54,-1.3,-0.11,-0.13,-1.02,-280.0,-3.13,2.61,1005.07,32.44,57.43,30221.67,173.18,0.61,0.05,0.07,0.64,92.5,0.09
2024-04-27 11:30:00,20240427113004,4,2024,4,27,11,30,1.65,1004.48,32.17,56.88,29283.58,162.24,0.02,-0.02,0.05,-0.07,1.83,-0.02,0.61,1004.44,31.85,55.69,28906.67,159.76,-0.87,-0.08,-0.11,-1.28,-248.33,-2.94,2.87,1004.6,32.57,57.66,29513.33,165.34,1.31,0.05,0.2,0.59,317.5,2.48
2024-04-27 11:40:00,20240427114004,4,2024,4,27,11,40,1.78,1004.44,31.97,57.02,27117.25,137.83,-0.04,0.03,-0.06,0.08,-362.25,-3.96,0.61,1004.2,31.77,55.88,25835.83,122.81,-1.13,-0.1,-0.36,-1.46,-794.17,-7.12,3.22,1004.73,32.23,57.9,28945.0,156.08,1.3,0.18,0.12,1.12,12.5,0.0
2024-04-27 11:50:00,20240427115004,4,2024,4,27,11,50,0.86,1004.55,32.1,57.09,24206.08,107.39,-0.12,-0.04,0.04,-0.02,-238.75,-2.02,0.26,1004.3,31.94,56.57,23448.33,102.3,-0.78,-0.12,-0.11,-0.8,-497.5,-5.7,1.83,1004.77,32.34,58.2,25525.83,118.72,0.87,0.03,0.11,1.51,-91.67,0.64
2024-04-27 12:00:00,20240427120004,4,2024,4,27,12,0,0.7,1004.12,32.75,55.95,23446.75,106.5,0.11,-0.07,0.05,-0.14,105.75,1.82,0.0,1003.6,32.48,54.87,23198.33,101.38,-0.26,-0.21,-0.02,-0.8,-70.0,-0.92,1.31,1004.37,32.85,57.0,24505.83,120.8,0.44,0.03,0.14,1.34,696.66,7.98
2024-04-27 12:10:00,20240427121004,4,2024,4,27,12,10,0.7,1003.78,33.23,54.74,27539.92,150.15,-0.08,0.03,0.09,-0.23,522.42,5.05,0.0,1003.56,32.88,51.86,25220.83,127.5,-1.13,-0.04,0.01,-1.78,305.0,3.04,1.39,1003.91,33.71,56.13,29730.0,171.26,0.96,0.11,0.2,1.22,715.0,6.7
2024-04-27 12:20:00,20240427122004,4,2024,4,27,12,20,0.9,1003.82,33.78,52.66,28013.42,149.47,0.06,-0.01,-0.01,-0.06,-457.42,-4.26,0.26,1003.74,33.62,52.23,25155.83,128.67,-0.61,-0.05,-0.08,-1.1,-1055.84,-8.89,1.39,1003.93,33.96,53.33,30400.0,173.66,0.96,0.02,0.11,0.4,408.33,2.4
2024-04-27 12:30:00,20240427123004,4,2024,4,27,12,30,0.73,1003.82,33.5,53.09,25893.33,126.34,-0.07,0.01,-0.01,-0.01,-5.67,-1.23,0.0,1003.77,33.42,52.38,24360.0,115.95,-1.74,-0.04,-0.09,-1.13,-1650.0,-12.95,2.09,1003.86,33.58,53.88,27970.0,140.96,1.04,0.06,0.08,1.34,1450.84,10.35
2024-04-27 12:40:00,20240427124004,4,2024,4,27,12,40,0.6,1003.78,33.38,53.04,21791.25,90.01,-0.03,-0.02,-0.02,0.05,-354.08,-2.87,0.0,1003.61,33.31,51.64,21365.0,85.95,-0.79,-0.09,-0.08,-1.21,-1490.0,-11.81,1.31,1003.88,33.51,54.13,23609.17,104.53,0.61,0.03,0.04,1.05,111.67,1.25
2024-04-27 12:50:00,20240427125004,4,2024,4,27,12,50,0.3,1003.76,33.38,53.19,19788.08,82.59,-0.02,0.01,-0.02,0.17,52.5,1.99,0.0,1003.61,33.16,52.42,17450.0,66.84,-0.61,-0.05,-0.18,-0.49,-1387.5,-8.57,1.22,1003.86,33.55,54.66,22083.33,107.54,1.22,0.08,0.07,1.63,1586.66,13.63
2024-04-27 13:00:00,20240427130004,4,2024,4,27,13,0,0.32,1003.55,34.06,51.11,30592.08,199.06,0.0,-0.02,0.2,-0.74,1339.5,17.05,0.0,1003.48,33.37,47.28,23537.5,120.92,-0.44,-0.08,0.01,-2.33,385.0,10.35,0.96,1003.67,35.24,53.01,35478.33,278.03,0.7,0.01,0.36,0.82,2515.83,28.86
2024-04-27 13:10:00,20240427131004,4,2024,4,27,13,10,0.23,1003.4,36.09,46.57,31960.66,228.23,0.05,-0.01,0.12,-0.19,-878.5,-11.22,0.0,1003.28,35.42,44.52,26693.33,165.81,-0.61,-0.08,-0.03,-2.41,-1720.84,-21.82,0.87,1003.52,36.44,48.09,35477.5,282.74,0.87,0.07,0.26,1.0,145.84,4.1
2024-04-27 13:20:00,20240427132004,4,2024,4,27,13,20,0.75,1003.47,35.92,46.35,22729.42,125.75,0.08,-0.0,-0.07,0.09,-349.33,-3.2,0.0,1003.34,35.76,45.57,21787.5,116.15,-1.39,-0.07,-0.26,-1.14,-1608.33,-16.94,1.74,1003.57,36.25,47.12,25085.0,148.87,1.13,0.09,0.03,0.71,480.0,6.56
2024-04-27 13:30:00,20240427133004,4,2024,4,27,13,30,0.62,1003.29,36.33,45.33,30571.16,246.33,-0.05,-0.01,0.17,-0.32,1524.33,23.13,0.17,1003.26,35.74,43.1,24000.0,145.77,-1.05,-0.04,-0.02,-1.58,195.0,-3.0,1.31,1003.34,37.44,46.31,38443.33,368.05,0.7,0.02,0.34,1.1,2951.67,49.31
2024-04-27 13:40:00,20240427134004,4,2024,4,27,13,40,0.91,1003.25,38.46,40.88,44575.16,485.53,0.05,-0.01,0.21,-0.49,761.42,14.24,0.0,1003.15,37.62,38.16,39213.33,253.16,-1.22,-0.05,0.05,-1.45,-2844.46,-132.9,1.48,1003.33,39.56,42.6,48835.47,652.67,1.31,0.05,0.43,0.33,4215.47,184.98
2024-04-27 13:50:00,20240427135004,4,2024,4,27,13,50,0.98,1003.18,39.43,38.12,39986.83,366.99,0.03,0.01,-0.06,0.08,-907.08,-19.81,0.0,1003.14,38.96,37.25,36986.66,309.31,-1.13,-0.03,-0.31,-0.91,-1962.19,-57.76,2.09,1003.24,39.81,38.92,44095.31,449.66,0.87,0.05,0.11,1.32,77.73,13.64
2024-04-27 14:00:00,20240427140004,4,2024,4,27,14,0,0.8,1003.07,39.13,39.34,36320.25,298.9,-0.04,-0.02,-0.02,0.08,-191.0,-2.55,0.26,1002.96,38.74,38.23,35076.66,283.36,-0.87,-0.08,-0.32,-0.75,-825.83,-30.29,1.31,1003.2,39.41,40.48,37899.16,344.76,0.61,0.04,0.16,1.52,921.66,32.75
2024-04-27 14:10:00,20240427141004,4,2024,4,27,14,10,0.72,1002.96,38.97,39.66,35054.66,304.58,0.04,0.0,0.0,0.04,-202.0,2.24,0.0,1002.93,38.73,38.69,33056.66,287.06,-0.7,-0.03,-0.27,-1.26,-1196.67,-16.81,1.92,1002.97,39.3,40.46,36195.0,313.18,1.22,0.03,0.14,1.14,559.16,20.65
2024-04-27 14:20:00,20240427142004,4,2024,4,27,14,20,1.18,1002.83,38.66,40.13,30485.75,248.85,-0.11,-0.02,-0.02,0.0,-664.5,-15.12,0.17,1002.76,38.46,39.49,26411.67,155.04,-0.78,-0.08,-0.28,-0.7,-3900.0,-222.05,1.92,1002.95,39.04,40.86,37306.66,530.4,0.27,0.01,0.2,1.27,4015.83,189.83
2024-04-27 14:30:00,20240427143004,4,2024,4,27,14,30,1.14,1002.69,37.92,41.17,27184.67,171.47,0.15,-0.01,-0.13,0.25,116.08,2.3,0.44,1002.62,37.25,40.32,26375.0,157.46,-0.52,-0.07,-0.24,-0.62,-312.5,-3.61,1.92,1002.74,38.41,42.64,27572.5,178.02,1.04,0.06,-0.07,0.96,462.5,8.56
2024-04-27 14:40:00,20240427144004,4,2024,4,27,14,40,0.84,1002.7,37.44,42.81,29888.75,203.35,-0.08,0.01,0.03,0.08,355.08,3.33,0.26,1002.63,37.26,41.45,28033.33,183.52,-1.66,-0.02,-0.1,-1.0,-480.0,-12.94,1.92,1002.77,37.58,43.45,31603.33,224.3,0.96,0.03,0.12,1.98,655.0,12.37
2024-04-27 14:50:00,20240427145004,4,2024,4,27,14,50,1.05,1002.8,37.25,43.26,27124.67,171.44,0.05,-0.0,-0.05,-0.02,18.42,4.15,0.35,1002.73,36.97,42.61,24442.5,133.26,-0.78,-0.05,-0.15,-0.62,-1811.67,-22.22,1.65,1002.86,37.61,43.87,31307.5,252.87,0.6,0.04,0.1,0.57,2608.34,43.3
2024-04-27 15:00:00,20240427150004,4,2024,4,27,15,0,0.66,1002.67,37.69,42.16,31934.0,265.39,-0.08,-0.01,0.1,-0.13,-173.08,-2.86,0.0,1002.61,37.13,40.84,29576.67,222.76,-0.96,-0.04,-0.1,-1.38,-1380.0,-42.77,1.31,1002.72,37.97,43.67,34463.33,328.88,0.7,0.02,0.27,0.89,2371.66,44.36
2024-04-27 15:10:00,20240427151004,4,2024,4,27,15,10,1.23,1002.56,37.54,42.25,29442.33,216.5,0.01,-0.01,-0.07,0.12,-302.92,-5.64,0.78,1002.54,37.31,41.57,26547.5,167.93,-1.13,-0.03,-0.24,-1.13,-1749.17,-32.17,2.0,1002.6,37.73,43.11,31000.0,252.76,1.13,0.02,0.02,0.82,1029.16,23.84
2024-04-27 15:20:00,20240427152004,4,2024,4,27,15,20,1.2,1002.46,37.03,43.5,23436.0,134.8,0.04,-0.02,-0.1,0.19,-612.17,-6.97,0.17,1002.34,36.31,42.09,20425.83,98.21,-1.13,-0.07,-0.3,-0.58,-871.67,-10.86,2.26,1002.59,37.46,44.98,25839.17,159.62,1.74,0.05,0.08,1.34,-295.83,0.37
2024-04-27 15:30:00,20240427153004,4,2024,4,27,15,30,1.77,1002.31,35.03,48.76,20360.17,90.94,0.02,-0.02,-0.18,0.56,83.33,-0.04,0.52,1002.11,34.48,45.5,19767.5,85.85,-1.66,-0.08,-0.36,-0.28,-305.0,-5.9,2.35,1002.41,35.95,50.87,21512.5,100.1,1.66,0.07,-0.02,1.54,674.17,5.94
2024-04-27 15:40:00,20240427154004,4,2024,4,27,15,40,2.4,1001.94,33.66,52.66,17784.08,74.05,0.08,-0.03,-0.16,0.44,-606.25,-4.34,1.13,1001.83,32.89,50.83,15196.67,54.48,-1.4,-0.07,-0.26,-0.01,-1175.0,-13.07,2.87,1002.04,34.33,54.95,20220.83,91.98,1.13,0.03,-0.1,1.26,455.83,9.06
2024-04-27 15:50:00,20240427155004,4,2024,4,27,15,50,1.68,1002.02,32.9,55.21,18223.83,82.01,0.04,0.03,0.04,-0.11,630.5,5.92,0.61,1001.86,32.66,53.85,15080.83,54.21,-0.87,-0.04,-0.09,-0.63,-115.84,-1.66,2.61,1002.19,33.26,55.92,21501.67,113.68,1.13,0.08,0.18,0.56,1312.5,13.35
2024-04-27 16:00:00,20240427160004,4,2024,4,27,16,0,1.8,1001.86,33.38,54.1,19683.0,95.01,-0.11,-0.05,-0.0,0.09,-206.67,-1.53,1.13,1001.63,33.16,53.52,17946.67,76.32,-1.3,-0.08,-0.27,-0.54,-1212.5,-15.57,2.7,1002.13,33.61,54.72,21581.67,113.88,1.57,-0.02,0.17,0.79,602.5,10.11
2024-04-27 16:10:00,20240427161004,4,2024,4,27,16,10,1.92,1001.71,33.67,52.92,18266.75,93.94,0.01,0.01,0.05,-0.23,-307.17,-2.58,1.48,1001.62,33.37,51.91,16363.33,72.63,-0.96,-0.03,-0.25,-0.72,-917.5,-45.74,2.53,1001.76,34.13,54.0,19516.67,133.98,0.27,0.09,0.35,0.81,115.0,26.44
2024-04-27 16:20:00,20240427162004,4,2024,4,27,16,20,1.7,1001.65,33.61,53.22,13653.17,51.06,-0.02,-0.01,-0.03,0.16,-558.58,-4.17,1.13,1001.58,33.4,51.63,10777.5,30.97,-0.96,-0.09,-0.23,-0.76,-1182.5,-45.81,2.35,1001.75,34.11,53.98,16531.67,100.21,1.22,0.05,0.4,0.82,168.34,27.58
2024-04-27 16:30:00,20240427163004,4,2024,4,27,16,30,2.33,1001.61,31.73,58.15,8182.75,15.84,0.08,0.0,-0.25,0.68,-211.42,-1.22,1.48,1001.55,30.93,54.37,7145.83,13.33,-1.22,-0.05,-0.43,0.15,-1070.83,-10.09,2.87,1001.66,33.03,60.74,9706.67,20.88,1.31,0.06,-0.04,1.35,953.33,2.92
2024-04-27 16:40:00,20240427164004,4,2024,4,27,16,40,1.72,1001.63,31.94,58.01,11585.92,43.81,-0.1,0.01,0.28,-0.82,568.0,3.92,0.78,1001.55,30.72,52.55,8370.83,15.95,-1.66,-0.06,-0.06,-2.38,-630.0,-17.74,2.44,1001.73,33.71,61.68,15095.83,78.02,1.31,0.08,0.8,0.34,3104.16,22.96
2024-04-27 16:50:00,20240427165004,4,2024,4,27,16,50,2.19,1001.75,32.54,55.85,12550.92,38.87,0.2,0.01,-0.23,0.69,-292.58,-3.09,0.87,1001.7,31.45,52.7,11417.5,27.17,-1.13,-0.03,-0.35,0.06,-2485.83,-19.51,3.66,1001.83,33.71,59.44,14180.0,49.92,1.48,0.08,0.0,1.28,1087.5,8.79
2024-04-27 17:00:00,20240427170004,4,2024,4,27,17,0,1.89,1001.99,30.6,62.3,8952.0,15.89,-0.1,0.01,-0.13,0.47,-370.75,-1.53,1.22,1001.83,30.12,60.01,7710.0,11.84,-0.96,-0.06,-0.25,0.13,-851.67,-4.68,3.05,1002.06,31.2,64.17,10565.83,22.49,0.78,0.13,-0.06,1.02,6.67,0.6
2024-04-28 06:30:00,20240428063004,4,2024,4,28,6,30,2.16,1005.44,24.28,95.04,6774.25,9.01,-0.06,-0.01,0.02,-0.08,114.25,0.31,0.96,1005.34,24.2,94.64,6358.33,8.29,-1.83,-0.07,-0.02,-0.34,-67.5,-0.31,2.79,1005.49,24.34,95.42,7151.67,10.32,1.22,0.06,0.06,0.24,349.16,1.04
2024-04-28 06:40:00,20240428064004,4,2024,4,28,6,40,2.52,1005.28,24.38,94.21,7364.67,9.74,-0.02,-0.01,0.01,-0.08,-31.33,-0.25,1.83,1005.24,24.33,93.86,6838.33,7.8,-1.31,-0.07,-0.01,-0.26,-424.17,-1.19,3.75,1005.31,24.45,94.51,7625.83,10.54,1.05,0.04,0.04,0.07,250.83,0.12
2024-04-28 06:50:00,20240428065004,4,2024,4,28,6,50,2.47,1005.41,24.42,93.56,4664.42,4.4,0.14,0.01,-0.01,-0.05,-252.5,-0.36,1.39,1005.35,24.33,93.33,3926.67,3.35,-1.22,-0.08,-0.03,-0.31,-581.66,-1.08,3.31,1005.5,24.47,93.84,6256.67,6.72,1.57,0.08,0.02,0.36,160.0,0.42
2024-04-28 07:00:00,20240428070004,4,2024,4,28,7,0,3.66,1005.44,24.3,93.32,6380.25,8.53,0.14,0.0,0.0,-0.01,390.33,0.84,2.87,1005.37,24.27,92.93,4520.0,4.66,-1.57,-0.09,-0.03,-0.66,206.67,0.45,4.7,1005.51,24.33,93.59,8216.67,12.61,1.56,0.05,0.03,0.34,542.5,1.27
2024-04-28 07:10:00,20240428071004,4,2024,4,28,7,10,2.59,1005.47,24.48,93.11,8171.25,12.96,-0.27,0.0,0.03,-0.03,151.42,0.45,1.65,1005.44,24.36,92.63,7466.67,11.1,-1.48,-0.05,0.02,-0.53,-283.34,-0.66,3.57,1005.52,24.63,93.33,9730.83,17.15,0.69,0.05,0.04,0.35,706.67,1.93
2024-04-28 07:20:00,20240428072004,4,2024,4,28,7,20,2.53,1005.47,24.89,91.45,11372.58,24.67,-0.05,0.0,0.05,-0.17,257.75,1.12,1.39,1005.44,24.68,90.86,9981.67,18.48,-1.22,-0.03,0.03,-0.74,-169.17,-0.68,3.92,1005.5,25.12,92.57,12561.67,29.16,1.39,0.04,0.08,0.29,525.83,1.95
2024-04-28 07:30:00,20240428073004,4,2024,4,28,7,30,3.34,1005.5,25.17,89.14,11759.67,26.04,0.11,0.01,0.0,-0.21,-132.83,-0.46,1.65,1005.38,25.12,88.55,10543.33,21.55,-1.48,-0.06,-0.03,-0.83,-1243.33,-3.88,4.27,1005.57,25.21,90.48,13552.5,31.99,1.57,0.12,0.06,0.4,638.34,2.22
2024-04-28 07:40:00,20240428074004,4,2024,4,28,7,40,2.86,1005.52,25.24,88.07,12149.92,27.04,-0.02,-0.0,0.02,-0.17,239.17,0.78,2.44,1005.48,25.14,86.93,11268.33,24.71,-0.79,-0.05,-0.01,-1.12,-170.83,0.0,3.66,1005.57,25.37,88.9,13371.67,31.57,1.22,0.03,0.06,0.7,684.16,2.18
2024-04-28 07:50:00,20240428075004,4,2024,4,28,7,50,1.98,1005.37,25.81,85.36,16867.33,59.15,-0.13,-0.01,0.11,-0.42,650.5,4.37,0.35,1005.31,25.41,83.18,13675.0,32.09,-1.48,-0.07,0.02,-1.26,-6615.83,-72.41,3.4,1005.47,26.44,87.29,25112.5,140.96,0.79,0.03,0.2,0.66,8380.83,81.32
2024-04-28 08:00:00,20240428080004,4,2024,4,28,8,0,0.66,1005.5,27.24,80.24,19343.67,72.37,-0.01,0.01,0.12,-0.57,-354.92,-1.78,0.0,1005.43,26.57,77.5,15370.0,49.74,-1.57,-0.05,0.0,-1.68,-2737.5,-15.73,1.83,1005.58,27.6,83.23,21913.33,89.61,0.96,0.05,0.2,0.18,1296.66,8.36
2024-04-28 08:10:00,20240428081004,4,2024,4,28,8,10,1.83,1005.59,28.06,75.93,25446.75,123.44,0.1,0.02,0.1,-0.43,752.75,3.88,1.48,1005.47,27.56,73.23,18089.17,67.88,-0.96,-0.02,-0.04,-1.74,-10003.33,-135.46,2.79,1005.75,28.62,78.47,38500.83,278.15,1.22,0.09,0.27,1.19,12420.83,155.02
2024-04-28 08:20:00,20240428082004,4,2024,4,28,8,20,2.31,1005.71,28.45,73.44,20689.33,85.72,-0.02,-0.01,-0.01,-0.02,39.92,1.96,1.31,1005.67,28.33,72.43,18145.0,67.79,-1.39,-0.06,-0.1,-1.24,-2579.17,-14.96,3.22,1005.81,28.58,74.62,24254.17,115.83,1.05,0.06,0.11,0.69,1477.5,10.55
2024-04-28 08:30:00,20240428083004,4,2024,4,28,8,30,2.05,1005.73,29.0,71.29,24622.83,114.0,-0.02,0.01,0.07,-0.33,-35.25,-1.08,1.13,1005.69,28.59,69.48,23901.67,105.02,-1.05,-0.03,-0.06,-1.24,-588.34,-4.24,2.87,1005.8,29.3,72.69,25441.67,119.4,1.31,0.07,0.18,0.98,779.16,3.17
2024-04-28 08:40:00,20240428084004,4,2024,4,28,8,40,3.34,1005.74,28.94,68.98,29518.58,159.72,0.01,-0.0,-0.01,0.0,953.75,9.17,1.74,1005.68,28.8,68.15,23572.5,104.53,-2.0,-0.04,-0.15,-1.61,-627.5,-4.65,4.62,1005.78,29.11,69.83,34115.83,201.4,2.27,0.05,0.15,1.29,2770.0,25.64
2024-04-28 08:50:00,20240428085004,4,2024,4,28,8,50,2.22,1005.9,30.04,65.45,40212.61,279.82,-0.02,0.01,0.17,-0.77,369.86,5.98,1.39,1005.85,29.35,62.16,33867.5,201.24,-1.66,-0.09,0.04,-1.41,-9270.08,-120.68,3.22,1005.95,30.85,68.58,46407.89,377.22,1.83,0.09,0.25,0.27,6191.67,76.04
2024-04-28 09:00:00,20240428090004,4,2024,4,28,9,0,1.83,1005.91,31.63,59.72,40505.92,291.01,0.06,0.0,0.13,-0.42,852.08,8.81,0.26,1005.85,31.03,57.94,35184.16,232.29,-1.74,-0.05,-0.02,-1.73,-1390.31,-17.13,3.05,1005.95,32.16,61.25,45658.59,344.62,1.4,0.07,0.27,0.46,3360.0,40.06
2024-04-28 09:10:00,20240428091004,4,2024,4,28,9,10,1.48,1005.98,34.03,53.63,59440.8,376.85,0.06,0.01,0.29,-0.8,1211.81,14.29,0.52,1005.96,32.36,49.89,48465.31,195.33,-1.22,-0.04,-0.26,-5.17,-14827.82,-199.79,2.79,1006.01,35.3,58.61,80363.44,597.63,1.56,0.04,0.8,2.63,17544.69,272.74
2024-04-28 09:20:00,20240428092004,4,2024,4,28,9,20,0.87,1005.98,35.13,49.81,32927.92,215.6,-0.28,0.01,-0.05,0.06,-3949.09,-42.46,0.0,1005.93,34.49,47.09,18285.83,62.87,-0.96,-0.04,-0.26,-2.37,-23566.01,-348.41,2.79,1006.05,35.52,52.3,66117.81,641.25,0.61,0.05,0.31,3.85,5422.97,109.53
2024-04-28 09:30:00,20240428093004,4,2024,4,28,9,30,0.72,1006.11,33.13,53.76,15335.5,44.12,0.09,0.0,-0.23,0.64,-451.58,-2.9,0.0,1006.07,32.18,51.4,13770.0,33.91,-0.7,-0.04,-0.3,-0.94,-937.5,-7.65,1.57,1006.15,34.19,56.89,17348.33,55.22,0.61,0.06,-0.16,2.45,45.0,-0.2
2024-04-28 09:40:00,20240428094004,4,2024,4,28,9,40,0.98,1006.14,31.28,58.6,11785.5,23.94,0.03,0.0,-0.16,0.49,-446.0,-1.95,0.35,1006.07,30.57,56.13,9310.0,14.39,-1.04,-0.03,-0.21,-0.76,-805.84,-2.92,1.57,1006.2,32.06,61.77,13340.0,31.89,0.61,0.03,-0.12,1.27,-0.84,-1.06
2024-04-28 09:50:00,20240428095004,4,2024,4,28,9,50,0.76,1006.0,30.1,63.83,10946.17,22.99,-0.1,-0.03,-0.07,0.26,614.17,2.66,0.17,1005.84,29.87,62.26,8625.83,13.53,-1.22,-0.1,-0.14,-0.31,-380.0,-0.82,1.48,1006.13,30.43,65.02,15451.67,40.95,0.52,0.05,0.01,1.26,1486.67,5.72
2024-04-28 10:00:00,20240428100004,4,2024,4,28,10,0,0.3,1005.79,30.02,64.35,16023.92,41.67,0.12,0.0,0.01,-0.04,-118.75,-0.54,0.0,1005.69,29.93,63.77,14264.17,35.6,-0.78,-0.06,-0.06,-0.87,-882.5,-3.1,1.48,1005.88,30.08,65.18,17880.83,48.64,1.22,0.08,0.05,1.13,1465.83,4.76
2024-04-28 10:10:00,20240428101004,4,2024,4,28,10,10,0.5,1005.75,30.36,63.55,23715.42,122.56,-0.06,-0.01,0.13,-0.34,2757.42,25.74,0.0,1005.62,29.98,60.56,14120.83,36.51,-0.96,-0.13,-0.02,-1.89,-143.34,0.91,0.87,1005.91,31.26,64.87,41838.33,292.96,0.87,0.06,0.34,0.96,5857.5,52.41
2024-04-28 10:20:00,20240428102004,4,2024,4,28,10,20,0.76,1005.7,33.59,54.81,53244.46,504.58,-0.09,0.0,0.43,-1.1,1260.34,24.75,0.0,1005.64,31.62,49.61,45475.31,348.84,-0.52,-0.07,0.36,-2.32,-2582.11,-38.88,1.31,1005.75,35.52,60.08,60310.31,624.07,0.35,0.06,0.45,-0.3,3685.39,59.01
2024-04-28 10:30:00,20240428103004,4,2024,4,28,10,30,1.16,1005.73,36.77,44.73,58857.71,602.95,0.11,-0.01,0.21,-0.68,1030.69,9.9,0.78,1005.61,35.81,42.29,54806.48,554.08,-0.7,-0.06,0.13,-2.13,-2053.83,-25.4,1.65,1005.8,37.62,48.24,64748.59,642.64,1.13,0.03,0.29,0.51,3795.0,36.84
2024-04-28 10:40:00,20240428104004,4,2024,4,28,10,40,1.65,1005.46,39.93,36.4,96613.47,663.35,0.09,-0.03,0.39,-0.95,1966.5,-20.09,0.26,1005.3,38.1,32.39,76370.78,399.89,-0.95,-0.09,0.07,-1.86,-25603.67,-558.89,2.87,1005.58,41.48,41.56,117758.2,1113.84,1.05,0.0,0.85,0.89,41387.42,287.47
2024-04-28 10:50:00,20240428105004,4,2024,4,28,10,50,1.6,1005.3,41.3,32.48,66189.86,297.91,-0.05,0.0,-0.0,-0.17,-2556.05,-19.14,0.44,1005.25,40.91,31.46,58853.04,247.1,-1.48,-0.03,-0.34,-1.86,-20017.19,-152.21,2.44,1005.33,41.67,33.6,74742.81,356.59,0.78,0.04,0.29,1.35,5379.85,34.63
2024-04-28 11:00:00,20240428110004,4,2024,4,28,11,0,2.05,1005.32,41.46,31.3,81915.04,445.2,0.07,-0.0,0.05,-0.07,2884.16,31.56,1.39,1005.25,41.16,30.77,64326.32,283.36,-1.05,-0.06,-0.2,-0.93,-11570.07,-124.93,2.53,1005.42,41.98,31.7,99264.76,687.65,0.87,0.06,0.4,0.42,18895.95,179.41
2024-04-28 11:10:00,20240428111004,4,2024,4,28,11,10,2.04,1005.43,41.59,30.59,96592.63,628.73,-0.08,0.02,0.06,-0.21,3006.35,25.37,1.22,1005.3,40.93,28.79,79421.88,393.7,-0.87,-0.05,-0.5,-1.23,-10732.74,-184.46,2.79,1005.49,42.57,31.9,117758.2,816.39,1.05,0.08,0.52,1.59,22354.92,243.93
2024-04-28 11:20:00,20240428112004,4,2024,4,28,11,20,1.15,1005.6,45.09,26.04,86758.51,569.04,0.07,0.01,0.16,-0.26,-5574.44,-54.01,0.52,1005.49,43.39,24.18,50930.62,200.72,-0.61,-0.14,-0.72,-2.57,-62234.77,-630.21,2.0,1005.72,46.29,30.2,117758.2,968.43,0.69,0.08,0.84,1.41,6617.89,80.85
2024-04-28 11:30:00,20240428113004,4,2024,4,28,11,30,1.23,1005.48,43.36,27.53,55954.33,309.44,-0.12,-0.01,-0.18,0.34,-2103.24,5.29,0.7,1005.41,42.38,26.01,40981.33,204.78,-0.87,-0.05,-0.71,-0.9,-9916.95,-84.53,1.92,1005.55,44.21,29.66,79468.59,420.97,0.79,0.03,0.2,1.75,17454.84,144.63
2024-04-28 11:40:00,20240428114004,4,2024,4,28,11,40,0.98,1005.43,41.74,28.94,41914.98,348.63,0.03,0.0,-0.09,0.04,167.11,2.95,0.0,1005.35,41.36,27.63,40706.41,328.68,-1.31,-0.09,-0.22,-1.38,-479.77,-7.6,1.39,1005.52,42.28,30.35,42733.28,361.57,1.05,0.09,0.09,0.81,1137.42,16.74
2024-04-28 11:50:00,20240428115004,4,2024,4,28,11,50,1.0,1005.36,41.22,30.1,40446.43,336.26,-0.04,-0.0,-0.05,0.02,13.12,2.83,0.17,1005.29,40.96,28.98,39584.16,320.78,-1.22,-0.07,-0.29,-2.14,-1581.25,-25.13,1.92,1005.42,41.53,31.12,42783.59,387.0,1.04,0.08,0.14,0.97,1541.72,25.92
2024-04-28 12:00:00,20240428120004,4,2024,4,28,12,0,0.8,1005.45,41.36,30.18,45728.49,435.76,0.05,0.01,0.05,-0.01,473.84,9.16,0.0,1005.36,41.05,29.46,44393.59,411.8,-0.96,-0.04,-0.18,-0.7,-2307.19,-39.18,2.09,1005.57,41.64,30.94,47521.95,478.61,1.57,0.07,0.25,0.76,2404.22,47.08
2024-04-28 12:10:00,20240428121004,4,2024,4,28,12,10,0.79,1005.44,41.68,30.35,46096.31,429.19,-0.03,-0.01,0.04,0.0,-410.59,-10.94,0.0,1005.39,41.33,29.94,43416.09,369.25,-0.7,-0.07,-0.08,-1.39,-2098.75,-44.96,1.83,1005.52,41.91,31.51,47471.64,464.92,0.7,0.04,0.21,1.57,600.16,13.52
